"","X","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","New_Price","Price","Fuel_TypeDiesel","Fuel_TypePetrol","TransmissionAutomatic","TransmissionManual","Age","Annual_Value_Loss"
"1063",1100,"Honda City i VTEC V","Delhi",2014,62505,"First",17.4,1497,117.3,5,20.9168341708543,5.95,0,1,0,1,10,1.49668341708543
"1064",1101,"Toyota Innova 2.5 V Diesel 7-seater","Chennai",2011,248000,"Second",12.8,2494,102,7,20.9168341708543,9.2,1,0,0,1,13,0.901294936219559
"1065",1102,"Hyundai Verna CRDi SX","Pune",2012,94900,"First",16.8,1493,110,5,20.9168341708543,5.35,1,0,0,1,12,1.29723618090452
"1066",1103,"Tata Hexa XT","Delhi",2017,55000,"First",17.6,2179,153.86,7,19.86,12,1,0,0,1,7,1.12285714285714
"1067",1104,"Audi Q7 3.0 TDI Quattro Premium Plus","Coimbatore",2015,53735,"Second",12.07,2967,241.4,7,20.9168341708543,38.94,1,0,1,0,9,-2.00257398101619
"1068",1105,"Maruti Wagon R VXI","Coimbatore",2008,53934,"Second",18.9,998,67.1,5,20.9168341708543,2.69,0,1,0,1,16,1.13917713567839
"1069",1106,"BMW 5 Series 2013-2017 525d Luxury Line","Bangalore",2013,58500,"Second",17.09,1995,218,5,20.9168341708543,27.5,1,0,1,0,11,-0.59846962083143
"1070",1107,"Honda Amaze EX i-Vtech","Kolkata",2014,48000,"First",18,1198,86.7,5,20.9168341708543,2.75,0,1,0,1,10,1.81668341708543
"1071",1108,"Maruti Alto 800 2016-2019 LXI","Mumbai",2016,24000,"First",24.7,796,47.3,5,20.9168341708543,2.8,0,1,0,1,8,2.26460427135678
"1072",1109,"Hyundai Verna 1.6 SX VTVT","Mumbai",2016,52001,"First",17.01,1591,121.3,5,20.9168341708543,6.45,0,1,0,1,8,1.80835427135678
"1073",1110,"Tata Tiago 1.2 Revotron XZ","Coimbatore",2018,9565,"First",23.84,1199,84,5,6.59,5.88,0,1,0,1,6,0.118333333333333
"1074",1111,"Maruti Swift LXI","Pune",2013,32953,"First",18.6,1197,85.8,5,20.9168341708543,4.65,0,1,0,1,11,1.4788031064413
"1075",1112,"Hyundai EON Era","Jaipur",2014,18000,"First",21.1,814,55.2,5,20.9168341708543,2.5,0,1,0,1,10,1.84168341708543
"1076",1113,"Mercedes-Benz E-Class E 220 d","Kochi",2018,20446,"First",12.6,1950,191.34,5,86.97,51.35,0,1,1,0,6,5.93666666666667
"1077",1114,"Hyundai i20 Magna 1.4 CRDi","Hyderabad",2016,33016,"First",22.54,1396,88.73,5,20.9168341708543,6.85,1,0,0,1,8,1.75835427135678
"1078",1115,"Toyota Etios VD","Chennai",2012,48000,"First",23.59,1364,67.05,5,20.9168341708543,5.25,1,0,0,1,12,1.30556951423786
"1079",1116,"Toyota Corolla Altis Diesel D4DG","Coimbatore",2014,72022,"First",21.43,1364,87.2,5,20.9168341708543,9.23,1,0,0,1,10,1.16868341708543
"1080",1117,"Mini Cooper 5 DOOR D","Ahmedabad",2014,34000,"First",20.7,1496,113.98,5,42.12,22,1,0,1,0,10,2.012
"1081",1118,"Volkswagen Polo 1.5 TDI Highline","Hyderabad",2014,69000,"First",20.14,1498,88.8,5,20.9168341708543,5.19,1,0,0,1,10,1.57268341708543
"1082",1119,"Skoda Superb Elegance 1.8 TSI AT","Pune",2009,108000,"First",13.7,1798,157.75,5,20.9168341708543,4.35,0,1,1,0,15,1.10445561139028
"1083",1120,"Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Hyderabad",2013,34700,"First",10,2148,170,5,20.9168341708543,24.5,1,0,1,0,11,-0.325742348104157
"1084",1121,"Maruti Swift VDi BSIII W/ ABS","Pune",2015,79000,"First",17.8,1248,75,5,20.9168341708543,5.75,1,0,0,1,9,1.68520379676159
"1085",1122,"Honda City i VTEC CVT VX","Kochi",2016,58197,"First",18,1497,117.3,5,20.9168341708543,9.19,0,1,1,0,8,1.46585427135678
"1086",1123,"BMW 7 Series 2007-2012 740Li","Pune",2008,66000,"Second",8.45,2979,321,5,20.9168341708543,10.75,0,1,1,0,16,0.635427135678392
"1087",1124,"Hyundai i10 Magna AT","Bangalore",2009,60000,"First",19.2,1197,80,5,20.9168341708543,2.99,0,1,1,0,15,1.19512227805695
"1088",1125,"Maruti Swift Dzire VDI","Kolkata",2014,57000,"First",26.59,1248,74,5,20.9168341708543,3.89,1,0,0,1,10,1.70268341708543
"1089",1126,"Honda City i DTec VX","Coimbatore",2018,45555,"First",26,1498,98.6,5,20.9168341708543,11.73,1,0,0,1,6,1.53113902847571
"1090",1127,"Maruti Omni 8 Seater BSIV","Coimbatore",2016,55137,"First",14,796,35,5,20.9168341708543,3.11,0,1,0,1,8,2.22585427135678
"1091",1128,"Skoda Superb 2009-2014 Elegance 2.0 TDI MT","Jaipur",2014,93325,"Second",17.2,1968,138.1,5,20.9168341708543,14.45,1,0,0,1,10,0.646683417085427
"1092",1129,"Maruti Ertiga SHVS VDI","Ahmedabad",2018,38000,"First",24.52,1248,88.5,7,20.9168341708543,8.7,1,0,0,1,6,2.03613902847571
"1093",1130,"Hyundai Grand i10 CRDi Magna","Kochi",2016,57738,"First",24,1120,70,5,20.9168341708543,5.04,1,0,0,1,8,1.98460427135678
"1094",1131,"Maruti Ciaz VDi Plus SHVS","Jaipur",2017,38282,"First",28.09,1248,88.5,5,20.9168341708543,8.5,1,0,0,1,7,1.77383345297918
"1095",1132,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Delhi",2014,64000,"First",19.27,2143,170,5,20.9168341708543,15.65,1,0,1,0,10,0.526683417085427
"1096",1133,"Fiat Avventura MULTIJET Emotion","Mumbai",2015,32000,"First",20.5,1248,91.72,5,20.9168341708543,5.65,1,0,0,1,9,1.6963149078727
"1097",1134,"Mercedes-Benz E-Class 2009-2013 E 250 Elegance","Bangalore",2010,83000,"First",10.93,2497,204,5,20.9168341708543,16.5,0,1,1,0,14,0.315488155061019
"1098",1136,"Volkswagen Vento Petrol Highline","Pune",2012,67200,"First",15.04,1598,103.6,5,20.9168341708543,3.9,0,1,0,1,12,1.41806951423786
"1099",1137,"BMW 3 Series 320d Luxury Line","Jaipur",2013,62655,"First",18.88,1995,184,5,20.9168341708543,14.5,1,0,1,0,11,0.583348560986752
"1100",1138,"BMW 5 Series 2013-2017 530d M Sport","Bangalore",2015,16900,"First",14.69,2993,258,5,20.9168341708543,44,1,0,1,0,9,-2.56479620323841
"1101",1139,"Hyundai Grand i10 1.2 Kappa Magna","Delhi",2017,8471,"First",18.9,1197,81.86,5,6.54,5,0,1,0,1,7,0.22
"1102",1140,"Toyota Innova Crysta 2.8 ZX AT","Hyderabad",2016,69000,"First",11.36,2755,171.5,7,26.56,19.75,1,0,1,0,8,0.85125
"1103",1141,"Renault Duster 110PS Diesel RxZ AMT","Coimbatore",2017,30090,"First",19.6,1461,108.45,5,15.05,11.44,1,0,1,0,7,0.515714285714286
"1104",1142,"Tata Indica Vista Aura 1.3 Quadrajet","Chennai",2011,120000,"First",18,1248,75,5,20.9168341708543,1.75,1,0,0,1,13,1.47437185929648
"1105",1144,"Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde","Kochi",2016,35939,"First",12.3,1796,185,5,20.9168341708543,30.42,0,1,0,1,8,-1.18789572864322
"1106",1145,"Mahindra XUV500 W8 4WD","Coimbatore",2013,116694,"First",15.1,2179,140,7,20.9168341708543,9.57,1,0,0,1,11,1.03153037916857
"1107",1146,"Mahindra Bolero ZLX","Mumbai",2016,40448,"First",15.96,2523,62.1,7,11.01,3.5,1,0,0,1,8,0.93875
"1108",1147,"Maruti Vitara Brezza ZDi","Coimbatore",2018,64456,"First",24.3,1248,88.5,5,11,10.46,1,0,0,1,6,0.0899999999999999
"1109",1148,"Fiat Avventura MULTIJET Emotion","Pune",2014,52782,"First",20.5,1248,91.72,5,20.9168341708543,4.85,1,0,0,1,10,1.60668341708543
"1110",1149,"Honda Amaze S Petrol","Kochi",2016,51672,"First",19.5,1199,88.76,5,7.55,5.68,0,1,0,1,8,0.23375
"1111",1150,"Skoda Superb Elegance 1.8 TSI AT","Mumbai",2015,56073,"First",13.7,1798,157.75,5,20.9168341708543,13.25,0,1,1,0,9,0.851870463428253
"1112",1151,"Jaguar XF 3.0 Litre S Premium Luxury","Bangalore",2011,65000,"First",14.74,2993,270.9,5,20.9168341708543,16,1,0,1,0,13,0.378218013142636
"1113",1152,"Maruti Wagon R VXI BSIII","Chennai",2013,79000,"First",18.9,998,67.1,5,20.9168341708543,3,0,1,0,1,11,1.6288031064413
"1114",1154,"Toyota Corolla Altis VL","Mumbai",2010,70200,"First",14.53,1798,138.1,5,20.9168341708543,5,0,1,1,0,14,1.13691672648959
"1115",1155,"Maruti Swift VXi BSIV","Delhi",2016,42000,"First",16.1,1197,85,5,20.9168341708543,4.75,0,1,0,1,8,2.02085427135678
"1116",1156,"Volkswagen Polo 1.2 MPI Highline","Bangalore",2014,62000,"First",16.47,1198,74,5,20.9168341708543,5.35,0,1,0,1,10,1.55668341708543
"1117",1157,"Hyundai Grand i10 1.2 Kappa Asta","Hyderabad",2017,20000,"First",18.9,1197,81.86,5,7.82,5.98,0,1,0,1,7,0.262857142857143
"1118",1158,"Maruti SX4 ZDI","Chennai",2011,80000,"Third",21.5,1248,88.8,5,20.9168341708543,3.5,1,0,0,1,13,1.3397564746811
"1119",1159,"Hyundai Grand i10 1.2 Kappa Magna","Kochi",2018,50234,"First",18.9,1197,81.86,5,6.32,4.77,0,1,0,1,6,0.258333333333333
"1120",1160,"Maruti Baleno Delta 1.2","Delhi",2016,50003,"First",21.4,1197,83.1,5,20.9168341708543,5.45,0,1,0,1,8,1.93335427135678
"1121",1161,"Tata Tigor 1.2 Revotron XTA","Ahmedabad",2018,1000,"First",20.3,1199,84,5,20.9168341708543,6.85,0,1,1,0,6,2.34447236180905
"1122",1162,"Maruti Swift Dzire AMT ZDI","Jaipur",2016,54897,"First",26.59,1248,74,5,20.9168341708543,7.3,1,0,1,0,8,1.70210427135678
"1123",1163,"Tata Indica GLS BS IV","Pune",2007,108995,"First",15.3,1193,65.3,5,20.9168341708543,1.25,0,1,0,1,17,1.15687259828555
"1124",1164,"Maruti SX4 S Cross DDiS 320 Zeta","Chennai",2015,73000,"First",22.7,1598,118,5,20.9168341708543,8.25,1,0,0,1,9,1.40742601898381
"1125",1165,"Maruti Swift VXI BSIII","Ahmedabad",2008,65000,"First",16.1,1298,88.2,5,20.9168341708543,2.71,0,1,0,1,16,1.13792713567839
"1126",1166,"Hyundai Xcent 1.2 Kappa SX","Kolkata",2016,32000,"First",19.1,1197,82,5,20.9168341708543,3.6,0,1,0,1,8,2.16460427135678
"1127",1167,"Hyundai i20 1.2 Magna","Ahmedabad",2010,65000,"First",18.5,1197,80,5,20.9168341708543,3,0,1,0,1,14,1.27977386934673
"1128",1168,"Maruti Celerio VXI AT","Hyderabad",2016,21600,"First",23.1,998,67.04,5,20.9168341708543,4.65,0,1,1,0,8,2.03335427135678
"1129",1169,"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Mumbai",2010,39000,"First",14.84,2143,170,5,20.9168341708543,9.5,1,0,1,0,14,0.815488155061019
"1130",1170,"Maruti Swift Dzire VXi","Mumbai",2011,58075,"First",17.5,1298,85.8,5,20.9168341708543,2.95,0,1,0,1,13,1.38206416698879
"1131",1171,"Volkswagen Vento Petrol Trendline","Mumbai",2011,58000,"First",15.04,1598,103.6,5,20.9168341708543,3,0,1,0,1,13,1.37821801314264
"1132",1172,"Maruti Swift ZDi","Hyderabad",2015,58000,"First",25.2,1248,74,5,20.9168341708543,5.95,1,0,0,1,9,1.66298157453936
"1133",1173,"Toyota Corolla Altis VL","Delhi",2008,89000,"First",14.53,1798,138.1,5,20.9168341708543,4,0,1,1,0,16,1.05730213567839
"1134",1174,"Honda Civic 2006-2010 1.8 V MT","Delhi",2008,72000,"First",13.5,1799,130,5,20.9168341708543,2.5,0,1,0,1,16,1.15105213567839
"1135",1175,"Ford EcoSport 1.5 Ti VCT AT Titanium BE","Kolkata",2017,1800,"First",16.05,1499,110.4,5,20.9168341708543,11.37,0,1,1,0,7,1.36383345297918
"1136",1176,"Fiat Linea Emotion Pack (Diesel)","Pune",2010,172050,"Second",19,1248,93,5,20.9168341708543,2.25,1,0,0,1,14,1.33334529791816
"1137",1177,"Hyundai i10 Era","Jaipur",2013,46230,"First",19.81,1086,68.05,5,20.9168341708543,3.1,0,1,0,1,11,1.61971219735039
"1138",1178,"Volvo XC60 D5 Inscription","Kochi",2014,86925,"First",11.2,2400,215,5,20.9168341708543,17.18,1,0,1,0,10,0.373683417085427
"1139",1179,"Hyundai i20 1.2 Asta","Jaipur",2018,5000,"First",18.6,1197,81.83,5,20.9168341708543,6.5,0,1,0,1,6,2.40280569514238
"1140",1180,"Honda City i DTEC S","Ahmedabad",2014,66000,"First",26,1498,98.6,5,20.9168341708543,5.7,1,0,0,1,10,1.52168341708543
"1141",1181,"Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV","Ahmedabad",2013,119000,"First",12.99,2494,100,8,20.9168341708543,8,1,0,0,1,11,1.17425765189584
"1142",1182,"Renault KWID RXT","Chennai",2016,45000,"First",25.17,799,53.3,5,20.9168341708543,2.6,0,1,0,1,8,2.28960427135678
"1143",1183,"Maruti A-Star Vxi","Hyderabad",2009,66149,"First",19,998,66.1,5,20.9168341708543,2.45,0,1,0,1,15,1.23112227805695
"1144",1184,"Mercedes-Benz B Class B180","Kochi",2014,42070,"First",14.8,1595,120.7,5,20.9168341708543,11.57,0,1,1,0,10,0.934683417085427
"1145",1185,"Maruti Wagon R LXI BS IV","Kolkata",2012,35503,"First",18.9,998,67.1,5,20.9168341708543,2.3,0,1,0,1,12,1.55140284757119
"1146",1186,"Maruti Swift VDI BSIV","Jaipur",2016,41460,"First",25.2,1248,74,5,20.9168341708543,5.9,1,0,0,1,8,1.87710427135678
"1147",1187,"Hyundai Verna VTVT 1.6 AT SX Option","Mumbai",2015,40600,"First",17,1591,121.3,5,15.14,7.2,0,1,1,0,9,0.882222222222222
"1148",1188,"Hyundai Verna CRDi 1.6 AT SX Option","Ahmedabad",2013,87000,"First",22,1582,126.2,5,15.72,5.9,1,0,1,0,11,0.892727272727273
"1149",1189,"Honda City V MT","Chennai",2014,30000,"Second",16.8,1497,116.3,5,20.9168341708543,6,0,1,0,1,10,1.49168341708543
"1150",1190,"Hyundai i10 Magna Optional 1.1L","Kolkata",2010,27089,"First",16,1086,66.7,5,20.9168341708543,1.95,0,1,0,1,14,1.35477386934673
"1151",1191,"Toyota Etios GD SP","Coimbatore",2016,53702,"First",23.59,1364,67.04,5,20.9168341708543,6.55,1,0,0,1,8,1.79585427135678
"1152",1192,"Volvo S60 D4 Momentum","Hyderabad",2015,51000,"First",27.03,1969,190,5,45.67,25,1,0,1,0,9,2.29666666666667
"1153",1193,"Ford Figo Diesel EXI","Kolkata",2012,36542,"First",20,1399,68.05,5,20.9168341708543,2.65,1,0,0,1,12,1.52223618090452
"1154",1194,"Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade","Mumbai",2017,15000,"First",13,2987,265,5,20.9168341708543,69.5,1,0,1,0,7,-6.94045226130653
"1155",1195,"BMW 3 Series 320d Luxury Line","Chennai",2012,65000,"First",22.69,1995,190,5,54.7,14,1,0,1,0,12,3.39166666666667
"1156",1196,"Maruti Alto 800 VXI","Pune",2014,32000,"Second",22.74,796,47.3,5,20.9168341708543,2.1,0,1,0,1,10,1.88168341708543
"1157",1197,"Toyota Innova Crysta 2.4 VX MT","Hyderabad",2017,24393,"First",13.68,2393,147.8,7,22.87,20.4,1,0,0,1,7,0.352857142857143
"1158",1198,"Volkswagen Polo 1.0 MPI Trendline","Hyderabad",2019,1000,"First",18.78,999,75,5,6.74,5.68,0,1,0,1,5,0.212
"1159",1199,"Nissan Terrano XL","Mumbai",2014,28238,"First",13.24,1598,102.5,5,20.9168341708543,5.55,0,1,0,1,10,1.53668341708543
"1160",1200,"Mitsubishi Pajero Sport 4X4","Mumbai",2013,59000,"First",13.5,2477,175.56,7,33.09,12.75,1,0,0,1,11,1.84909090909091
"1161",1201,"Honda Civic 2010-2013 1.8 S MT","Mumbai",2012,92000,"Second",14.8,1799,130.2,5,20.9168341708543,3.35,0,1,0,1,12,1.46390284757119
"1162",1202,"Maruti Alto 800 LXI","Kolkata",2013,56840,"First",22.74,796,47.3,5,20.9168341708543,1.55,0,1,0,1,11,1.76062128825948
"1163",1203,"Volkswagen Vento Diesel Highline","Coimbatore",2013,62746,"Second",20.54,1598,103.6,5,20.9168341708543,5.9,1,0,0,1,11,1.36516674280493
"1164",1204,"Land Rover Freelander 2 HSE","Hyderabad",2012,96000,"First",12.35,2179,187.74,5,20.9168341708543,18.98,1,0,1,0,12,0.161402847571189
"1165",1205,"Honda CR-V 2.0L 2WD MT","Mumbai",2014,24000,"First",13.7,1997,153.86,5,20.9168341708543,11.51,0,1,0,1,10,0.940683417085427
"1166",1206,"Maruti Ertiga VDI","Mumbai",2016,54000,"First",20.77,1248,88.76,7,20.9168341708543,7.75,1,0,0,1,8,1.64585427135678
"1167",1207,"Toyota Innova 2.5 GX (Diesel) 7 Seater","Chennai",2016,90000,"First",12.99,2494,100.6,7,20.9168341708543,13.9,1,0,0,1,8,0.877104271356784
"1168",1208,"Tata Manza Aura Safire","Kolkata",2010,40000,"First",15,1368,90,5,20.9168341708543,1.35,0,1,0,1,14,1.39763101220388
"1169",1209,"Audi Q7 35 TDI Quattro Premium Plus","Mumbai",2015,65938,"Second",12.07,2967,241.4,7,20.9168341708543,38,1,0,1,0,9,-1.89812953657175
"1170",1210,"Hyundai Verna 1.6 SX VTVT (O) AT","Mumbai",2017,16100,"First",17.1,1591,121.4,5,20.9168341708543,11.6,0,1,1,0,7,1.33097631012204
"1171",1211,"Volkswagen Vento 1.5 Highline Plus AT 16 Alloy","Hyderabad",2017,3600,"First",21.5,1498,108.5,5,20.9168341708543,12.25,1,0,1,0,7,1.2381191672649
"1172",1212,"Honda City 1.5 S MT","Jaipur",2011,52000,"First",17,1497,118,5,20.9168341708543,3.8,0,1,0,1,13,1.31667955160417
"1173",1213,"Ford Figo Diesel Titanium","Mumbai",2014,54000,"First",20,1399,68.05,5,20.9168341708543,3.25,1,0,0,1,10,1.76668341708543
"1174",1214,"Honda Jazz 1.2 VX i VTEC","Mumbai",2016,15399,"First",18.7,1199,88.7,5,20.9168341708543,6.4,0,1,0,1,8,1.81460427135678
"1175",1215,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2012,75000,"Second",16.47,1198,73.9,5,20.9168341708543,3.95,0,1,0,1,12,1.41390284757119
"1176",1216,"Honda City i-VTEC S","Delhi",2010,76752,"First",17.4,1497,117.3,5,20.9168341708543,3.57,0,1,0,1,14,1.23905958363245
"1177",1217,"Honda City ZX GXi","Mumbai",2005,56000,"Second",17.7,1497,78,5,20.9168341708543,1.25,0,1,0,1,19,1.03509653530812
"1178",1219,"Honda CR-V 2.4L 4WD AT AVN","Kolkata",2013,46125,"Second",12,2354,187.4,5,20.9168341708543,12.5,0,1,1,0,11,0.765166742804934
"1179",1220,"BMW 5 Series 2013-2017 520d Luxury Line","Ahmedabad",2014,35000,"Second",18.12,1995,190,5,20.9168341708543,23,1,0,1,0,10,-0.208316582914573
"1180",1221,"Ambassador Classic Nova Diesel","Chennai",2003,80000,"Third",12.8,1489,35.5,5,20.9168341708543,1.35,1,0,0,1,21,0.931754008135918
"1181",1222,"Mahindra Scorpio VLX 2.2 mHawk BSIII","Coimbatore",2012,62729,"First",12.05,2179,120,8,20.9168341708543,6.32,1,0,0,1,12,1.21640284757119
"1182",1223,"Volkswagen Vento Diesel Comfortline","Kolkata",2012,34000,"First",20.54,1598,103.6,5,20.9168341708543,3.4,1,0,0,1,12,1.45973618090452
"1183",1224,"Maruti Zen VX","Jaipur",1999,70000,"Second",17.3,993,60,5,20.9168341708543,0.77,0,1,0,1,25,0.805873366834171
"1184",1225,"Maruti 800 DX BSII","Jaipur",2009,32000,"First",16.1,796,37,4,20.9168341708543,0.9,0,1,0,1,15,1.33445561139029
"1185",1226,"Toyota Corolla Altis 1.8 VL CVT","Delhi",2017,21000,"First",14.28,1798,138.03,5,23.25,18,0,1,1,0,7,0.75
"1186",1227,"BMW 3 Series 328i Sport Line","Pune",2013,49000,"First",14.59,1997,245,5,20.9168341708543,19,0,1,1,0,11,0.174257651895843
"1187",1228,"Ford Ikon 1.3 Flair","Chennai",2007,40000,"Third",13.8,1299,70,5,20.9168341708543,1.1,0,1,0,1,17,1.16569612769731
"1188",1229,"Chevrolet Beat LT","Pune",2012,78000,"Second",18.6,1199,79.4,5,20.9168341708543,2,0,1,0,1,12,1.57640284757119
"1189",1230,"Toyota Corolla Altis 1.4 DG","Ahmedabad",2012,52000,"First",21.43,1364,86.79,5,19.27,6.5,1,0,0,1,12,1.06416666666667
"1190",1231,"Mahindra XUV500 W4","Bangalore",2014,65213,"First",16,2179,140,7,20.9168341708543,9.45,1,0,0,1,10,1.14668341708543
"1191",1232,"Hyundai Xcent 1.1 CRDi Base","Mumbai",2016,170000,"First",24.4,1120,71,5,20.9168341708543,4,1,0,0,1,8,2.11460427135678
"1192",1233,"Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Kochi",2017,36884,"First",13,2143,204,5,20.9168341708543,32.25,1,0,1,0,7,-1.61902368987796
"1193",1234,"Hyundai i10 Sportz","Pune",2009,62500,"First",20.36,1197,78.9,5,20.9168341708543,2.1,0,1,0,1,15,1.25445561139028
"1194",1235,"Toyota Corolla Altis VL AT","Mumbai",2015,68000,"Second",14.28,1798,138.03,5,20.9168341708543,9.75,0,1,1,0,9,1.24075935231714
"1195",1236,"Toyota Corolla 1.8 J","Kolkata",2014,40748,"First",14.53,1798,138,5,20.9168341708543,6.3,0,1,0,1,10,1.46168341708543
"1196",1237,"Audi Q3 2.0 TDI Quattro","Hyderabad",2013,60000,"First",17.32,1968,184,5,20.9168341708543,21,1,0,1,0,11,-0.00756052992233885
"1197",1238,"Hyundai i20 Magna Optional 1.4 CRDi","Mumbai",2014,12400,"First",21.9,1396,88.8,5,20.9168341708543,4.65,1,0,0,1,10,1.62668341708543
"1198",1239,"Mercedes-Benz New C-Class C 220d Avantgarde Edition C","Mumbai",2013,87000,"Second",19.27,2143,167.62,5,20.9168341708543,17,1,0,1,0,11,0.356075833714025
"1199",1240,"Maruti Ritz VDi","Pune",2013,20248,"First",21.1,1248,73.9,5,20.9168341708543,4.35,1,0,0,1,11,1.50607583371402
"1200",1241,"Hyundai Creta 1.6 SX Plus Diesel","Coimbatore",2017,52383,"First",19.67,1582,126.2,5,20.9168341708543,14.82,1,0,0,1,7,0.870976310122039
"1201",1242,"Jaguar XE 2.0L Diesel Prestige","Delhi",2018,1000,"First",13.6,1999,177,5,52.77,40,1,0,1,0,6,2.12833333333333
"1202",1243,"Mahindra Xylo D4","Chennai",2016,85000,"First",14.95,2489,93.7,7,11.67,6.15,1,0,0,1,8,0.69
"1203",1244,"Toyota Innova 2.5 G (Diesel) 7 Seater","Ahmedabad",2014,47000,"First",12.99,2494,100.6,7,20.9168341708543,11.25,1,0,0,1,10,0.966683417085427
"1204",1245,"Toyota Camry 2.5 Hybrid","Pune",2018,17585,"First",19.16,2494,157.7,5,20.9168341708543,32,0,1,1,0,6,-1.84719430485762
"1205",1246,"Audi Q5 3.0 TDI Quattro","Coimbatore",2018,32496,"First",13.22,2967,241.4,5,20.9168341708543,45.62,1,0,1,0,6,-4.11719430485762
"1206",1247,"Maruti Swift VDI","Kochi",2017,34613,"First",28.4,1248,74,5,7.92,6.24,1,0,0,1,7,0.24
"1207",1248,"Maruti Ertiga VDI Limited Edition","Chennai",2015,153000,"First",20.77,1248,88.76,7,20.9168341708543,4.8,1,0,0,1,9,1.79075935231714
"1208",1249,"Maruti Swift VXi BSIV","Chennai",2014,54000,"Second",16.1,1197,85,5,20.9168341708543,4.5,0,1,0,1,10,1.64168341708543
"1209",1250,"Hyundai i10 Sportz","Kochi",2015,16900,"First",20.36,1197,78.9,5,20.9168341708543,3.87,0,1,0,1,9,1.89409268565047
"1210",1251,"Hyundai i10 Sportz","Delhi",2013,62334,"First",20.36,1197,78.9,5,20.9168341708543,2.75,0,1,0,1,11,1.65153037916857
"1211",1252,"Maruti Baleno Sigma 1.2","Kochi",2018,23714,"First",21.4,1197,83.1,5,20.9168341708543,6.57,0,1,0,1,6,2.39113902847571
"1212",1253,"Hyundai Accent Executive","Jaipur",2010,52325,"First",16.36,1495,93.7,5,20.9168341708543,2,0,1,0,1,14,1.35120244077531
"1213",1254,"Honda Brio S MT","Ahmedabad",2012,50000,"First",19.4,1198,86.8,5,20.9168341708543,3.65,0,1,0,1,12,1.43890284757119
"1214",1255,"Maruti Swift ZDi","Hyderabad",2016,55746,"First",22.9,1248,74,5,20.9168341708543,6.95,1,0,0,1,8,1.74585427135678
"1215",1256,"Hyundai Xcent 1.2 VTVT S","Bangalore",2014,54000,"First",20.14,1197,81.86,5,7.85,5.5,0,1,0,1,10,0.235
"1216",1257,"Mahindra XUV500 W8 2WD","Kolkata",2013,43000,"First",16,2179,140,7,20.9168341708543,7,1,0,0,1,11,1.26516674280493
"1217",1258,"Mercedes-Benz E-Class E250 CDI Avantgrade","Delhi",2014,40000,"First",13,2143,201.1,5,20.9168341708543,24,1,0,1,0,10,-0.308316582914573
"1218",1259,"Land Rover Freelander 2 TD4 S","Bangalore",2010,125000,"Second",0,2179,115,5,20.9168341708543,11,1,0,1,0,14,0.708345297918162
"1219",1260,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Bangalore",2016,51944,"First",19.27,2143,170,5,20.9168341708543,32.5,1,0,1,0,8,-1.44789572864322
"1220",1261,"Hyundai i20 Asta 1.4 CRDi","Kochi",2015,46950,"First",21.27,1396,88.76,5,20.9168341708543,6.45,1,0,0,1,9,1.60742601898381
"1221",1262,"Skoda Octavia Elegance 2.0 TDI AT","Mumbai",2015,23000,"First",19.3,1968,141,5,20.9168341708543,15.75,1,0,1,0,9,0.574092685650475
"1222",1263,"Honda City 1.5 S MT","Mumbai",2014,54546,"First",17,1497,118,5,20.9168341708543,5.5,0,1,0,1,10,1.54168341708543
"1223",1264,"Toyota Fortuner 4x2 AT","Kochi",2015,51535,"First",12.55,2982,168.5,7,20.9168341708543,19.03,1,0,1,0,9,0.20964824120603
"1224",1265,"Audi Q3 2.0 TDI Quattro","Kolkata",2013,45000,"First",17.32,1968,184,5,20.9168341708543,15.25,1,0,1,0,11,0.515166742804934
"1225",1266,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2012,46004,"First",20.92,998,67.1,5,20.9168341708543,2.4,0,1,0,1,12,1.54306951423786
"1226",1267,"Tata Indigo eCS LX BSIV","Chennai",2011,124000,"First",23.03,1396,69,5,20.9168341708543,2.3,1,0,0,1,13,1.43206416698879
"1227",1268,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Kochi",2014,77395,"First",17.11,1968,174.33,5,20.9168341708543,14.35,1,0,1,0,10,0.656683417085427
